ENS_ID,Endophyte_Name,Endophyte_Type,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,GenBank_ID,Closest_GenBank_ID
ENS00295,Chaetomium sp. isolate KHA8,Endophytic Fungus,1769349,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,MT089956,NA
ENS00296,Chaetomium sp. M336,Endophytic Fungus,1769349,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,NA
ENS00297,Chaetomium sp. M453,Endophytic Fungus,1958771,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,KX756618,NA
ENS00298,Chaetomium sp. NF00754,Endophytic Fungus,1769349,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,NA
ENS00299,Chaetomium subaffine L01,Endophytic Fungus,1036253,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,MK180608.1,NA
ENS00300,Chloridium sp. AzR-0142/07,Endophytic Fungus,502127,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,EU394444,NA
ENS00301,Cladosporium cladosporioides,Endophytic Fungus,29917,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,NA
ENS00302,Cladosporium cladosporioides EN-399,Endophytic Fungus,29917,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,KM103661,NA
ENS00303,Cladosporium cladosporioides MA-299,Endophytic Fungus,29917,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,MH822624,NA
ENS00304,Cladosporium cladosporioides strain MUPGBIOCHEM-CC-07-2015,Endophytic Fungus,29917,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,KT384175,NA
ENS00305,Cladosporium oxysporum,Endophytic Fungus,29919,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,NA
ENS00306,Cladosporium oxysporum HDN13-314,Endophytic Fungus,29919,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,MT649906,NA
ENS00307,Cladosporium sp.,Endophytic Fungus,1707700,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,NA
ENS00308,Cladosporium sp. IFB3lp-2,Endophytic Fungus,1707700,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,NA
ENS00309,Cladosporium sp. JJM22,Endophytic Fungus,1707700,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,MF593626,NA
ENS00310,Cladosporium sp. OUCMDZ-302,Endophytic Fungus,1707700,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,NA
ENS00311,Cladosporium sp. SCNU-F0001,Endophytic Fungus,1707700,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NG062723.1,NA
ENS00312,Cladosporium sphaerospermum WBS017,Endophytic Fungus,92950,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,KU350727,NA
ENS00313,Cladosporium velox MTCC 12032,Endophytic Fungus,891392,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,NA
ENS00314,Cladosporium velox TN-9S,Endophytic Fungus,891392,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,NA
ENS00315,Clonostachys rosea strain JCM10.3,Endophytic Fungus,29856,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,JQ407533,NA
ENS00316,Coccomyces proteae strain CR252M,Endophytic Fungus,1093203,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,JX089385,NA
ENS00317,Cochliobolus kusanoi,Endophytic Fungus,90978,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,KF193636,NA
ENS00318,Cochliobolus sp.,Endophytic Fungus,1756142,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,NA,NA
ENS00319,Colletotrichum aotearoa BCRC 09F0161,Endophytic Fungus,1215732,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,KC297063.1
ENS00320,Colletotrichum coccodes HCS3,Endophytic Fungus,27358,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,MN128230.1,NA
ENS00321,Colletotrichum dematium CR-17,Endophytic Fungus,34405,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,EU330193,NA
ENS00322,Colletotrichum gigasporum WSB,Endophytic Fungus,1543685,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,MN744704,NA
ENS00323,Colletotrichum gloeosporioides,Endophytic Fungus,474922,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,NA
ENS00324,Colletotrichum gloeosporioides A12,Endophytic Fungus,474922,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,KU781669,NA
ENS00325,Colletotrichum gloeosporioides GT-7,Endophytic Fungus,474922,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,KR911618,NA
ENS00326,Colletotrichum gloeosporioides XL1200,Endophytic Fungus,474922,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,MN067750,NA
ENS00327,Colletotrichum sp.,Endophytic Fungus,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,MK041374.1
ENS00328,Colletotrichum sp. F168,Endophytic Fungus,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,MK934526.1,NA
ENS00329,Colletotrichum sp. isolate AP-1,Endophytic Fungus,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,OL477531,NA
ENS00330,Colletotrichum sp. isolate AP-12,Endophytic Fungus,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,OL477581,NA
ENS00331,Colletotrichum sp. isolate AP-4,Endophytic Fungus,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,OL477579,NA
ENS00332,Colletotrichum sp. L10,Endophytic Fungus,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,NA
ENS00333,Colletotrichum sp. MFLUCC16-0047,Endophytic Fungus,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,NA
ENS00334,Colletotrichum sp. MFLUCC16-0048,Endophytic Fungus,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,NA
ENS00335,Colletotrichum sp. SC1355,Endophytic Fungus,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,MH356584,NA
ENS00336,Colletotrichum tropicale SCSIO 41022,Endophytic Fungus,912113,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,JX010277
ENS00337,Colletotrichum tropicicola F10154,Endophytic Fungus,1185846,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,OM791925,NA
ENS00338,Comoclathris sp. strain CF-090361,Endophytic Fungus,1979423,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,MG065810,NA
ENS00339,Comoclathris sp. strain CF-090766,Endophytic Fungus,1979423,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,NA,NA
ENS00340,Coniochaeta sp. F-8,Endophytic Fungus,1849801,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,MK592618,NA
ENS00341,Coniothyrium cereale,Endophytic Fungus,2718965,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,NA,NA
ENS00342,Cophinforma mamane E224,Endophytic Fungus,144557,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Cophinforma,MG457709,NA
ENS00343,Coriolopsis rigida,Endophytic Fungus,664182,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,MN991225,NA
ENS00344,Corynespora cassiicola GD,Endophytic Fungus,59586,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,HQ223035,NA
ENS00345,Corynespora cassiicola Lphi36,Endophytic Fungus,59586,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,FJ225970,NA
ENS00346,Cryptosporiopsis cf. quercina,Endophytic Fungus,108533,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,No Rank at Level Genus,NA,NA
ENS00347,Cryptosporiopsis sp. H2-1,Endophytic Fungus,1256858,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Cryptosporiopsis,JX683689,NA
ENS00348,Cryptosporiopsis sp. strain CAFT122-1,Endophytic Fungus,1756097,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Cryptosporiopsis,NA,NA
ENS00349,Curvularia eragrostidis HelS1,Endophytic Fungus,418125,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,ON146362,NA
ENS00350,Curvularia geniculata B1,Endophytic Fungus,418126,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,MZ532590,NA
ENS00351,Curvularia geniculata CTOM11,Endophytic Fungus,418126,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,GU073454,NA
ENS00352,Curvularia lunata,Endophytic Fungus,5503,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,HQ631009.1,NA
ENS00353,Curvularia papendorfii,Endophytic Fungus,1537989,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,NA,KR673909
ENS00354,Curvularia sp. M12,Endophytic Fungus,1715225,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,JN192387,NA
ENS00355,Curvularia verruculosa Vin 1,Endophytic Fungus,95740,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,MK995628,NA
ENS00356,Cylindrocarpon sp. strain 03HC77,Endophytic Fungus,1756108,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cylindrocarpon,KY211868,NA
ENS00357,Cytospora rhizophorae A761,Endophytic Fungus,407039,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora,KU529867,NA
ENS00358,Cytospora sp.,Endophytic Fungus,1715226,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora,NA,NA
ENS00359,Cytospora sp. CR200,Endophytic Fungus,407038,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora,DQ996039,NA
ENS00360,Cytospora sp. isolate DQXJ00,Endophytic Fungus,1715226,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora,MG948459,NA
ENS00361,Daldinia eschscholtzii A630,Endophytic Fungus,292717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,KF494831,NA
ENS00362,Daldinia eschscholtzii JC-15,Endophytic Fungus,292717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,NA,NA
ENS00363,Daldinia eschscholtzii KBJYZ-1,Endophytic Fungus,292717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,OM267787,NA
ENS00364,Daldinia eschscholtzii MFLUCC 19-0493,Endophytic Fungus,292717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,MN704648,NA
ENS00365,Daldinia eschscholtzii PSU-STD57,Endophytic Fungus,292717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,HM012821,NA
ENS00366,Daldinia eschscholtzii SDBR-CMUNKC745,Endophytic Fungus,292717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,MW193761,NA
ENS00367,Daldinia sp. TJ403-LS1,Endophytic Fungus,1769485,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,SUB6731634,NA
ENS00368,Delitschia winteri,Endophytic Fungus,100052,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Delitschiaceae,Delitschia,NA,NA
ENS00369,Diaporthe apiculata FPYF3052,Endophytic Fungus,1588135,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MH203053,NA
ENS00370,Diaporthe caulivora 09F0132,Endophytic Fungus,60444,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA
ENS00371,Diaporthe cf. heveae LGMF1631,Endophytic Fungus,1729149,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MG976433,NA
ENS00372,Diaporthe eucalyptorum KY-9,Endophytic Fungus,1196424,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MK396569.1,NA
ENS00373,Diaporthe foeniculina BZM-15,Endophytic Fungus,1469663,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MN788609,NA
ENS00374,Diaporthe goulteri L17,Endophytic Fungus,1537730,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MW426209,NA
ENS00375,Diaporthe liquidambaris S47,Endophytic Fungus,2025498,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA
ENS00376,Diaporthe lithocarpi A740,Endophytic Fungus,1344039,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KU529854,NA
ENS00377,Diaporthe longicolla CEL41,Endophytic Fungus,54899,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MN480529,NA
ENS00378,Diaporthe longicolla FJ62759,Endophytic Fungus,54899,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA
ENS00379,Diaporthe miriciae UFMGCB 9720,Endophytic Fungus,1537734,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA
ENS00380,Diaporthe phaseolorum FS-41.1,Endophytic Fungus,36923,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,JQ277472,NA
ENS00381,Diaporthe phaseolorum SKS019,Endophytic Fungus,36923,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KX815357,NA
ENS00382,Diaporthe phaseolorum-92C,Endophytic Fungus,36923,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA
ENS00383,Diaporthe phyllanthicola A658,Endophytic Fungus,280248,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KF498871,NA
ENS00384,Diaporthe schini B125,Endophytic Fungus,1303612,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KR812222,NA
ENS00385,Diaporthe sp.,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA
ENS00386,Diaporthe sp. CarGL8,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA
ENS00387,Diaporthe sp. ECN371,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,LC653142,NA
ENS00388,Diaporthe sp. GDG-118,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KT820081,NA
ENS00389,Diaporthe sp. IFB-3lp-10,Endophytic Fungus,1240608,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,JX536253,NA
ENS00390,Diaporthe sp. isolate AC1,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,OL589639,NA
ENS00391,Diaporthe sp. JC-J7,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA
ENS00392,Diaporthe sp. MFLUCC15-1131,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KY646066,NA
ENS00393,Diaporthe sp. MFLUCC16-0051,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KX703027,NA
ENS00394,Diaporthe sp. MFLUCC16-0682,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KY790594,NA
ENS00395,Diaporthe sp. MFLUCC16-0693,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KY790595,NA
ENS00396,Diaporthe sp. P133,Endophytic Fungus,427481,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA
ENS00397,Diaporthe sp. QYM12,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MW332459,NA
ENS00398,Diaporthe sp. SC-J0138,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA
ENS00399,Diaporthe sp. SCSIO 41011,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MG548388,NA
ENS00400,Diaporthe sp. strain DIE-19,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MF422687,NA
ENS00401,Diaporthe sp. SXZ-19,Endophytic Fungus,340455,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,DQ145729,NA
ENS00402,Diaporthe sp. SYSU-HQ3,Endophytic Fungus,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MF796243,NA
ENS00403,Diaporthe terebinthifolii LGMF658,Endophytic Fungus,1303642,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KM510506.1,NA
ENS00404,Diaporthe terebinthifolii LGMF907,Endophytic Fungus,1303642,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA
ENS00405,Diaporthe ueckeri SC-J0123,Endophytic Fungus,1590080,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA
ENS00406,Diaporthe vochysiae strain LGMF1583,Endophytic Fungus,2818453,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MG976391,NA
ENS00407,Diatrype palmicola MFLUCC 17-0313,Endophytic Fungus,1658224,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Diatrype,MK329053,NA
ENS00408,Dichotomopilus funicola Y3,Endophytic Fungus,1934379,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Dichotomopilus,MF800960,NA
ENS00409,Didymella coffeae-arabicae FT238,Endophytic Fungus,749619,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,KU318713,NA
ENS00410,Didymella glomerata X223,Endophytic Fungus,749621,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,MN822652,NA
ENS00411,Didymella sp. FT431,Endophytic Fungus,1881153,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,KY971272,NA
ENS00412,Didymella sp. IEA-3B.1,Endophytic Fungus,1881153,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,MN227696.1,NA
ENS00413,Didymellaceae sp. isolate AP-48,Endophytic Fungus,1907517,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,No Rank at Level Genus,OL477657,NA
ENS00414,"Didymosphaeria variabile Riccioni, Damm, Verkley & Crous",Endophytic Fungus,1932322,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Didymosphaeria,NA,NA
ENS00415,Didymosphaeriaceae sp. DM0194,Endophytic Fungus,1881152,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,No Rank at Level Genus,KF673734,NA
ENS00416,Dothideomycetes sp. CRI7,Endophytic Fungus,1709935,Eukaryota,Fungi,Ascomycota,Dothideomycetes,No Rank at Level Order,No Rank at Level Family,No Rank at Level Genus,JQ867364,NA
ENS00417,Drechmeria panacis strain SYPF 8335,Endophytic Fungus,2365000,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Drechmeria,MF588878,NA
ENS00418,Drechslera sp. BAFC 3419,Endophytic Fungus,652732,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Drechslera,FJ868975,NA
ENS00419,Drechslera sp. strain 678,Endophytic Fungus,67606,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Drechslera,MT002971,NA
ENS00420,Ectophoma multirostrata,Endophytic Fungus,73003,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ectophoma,MN453606,NA
ENS00421,Ectophoma multirostrata isolate AP-47,Endophytic Fungus,73003,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ectophoma,OL477590,NA
ENS00422,Edenia sp.,Endophytic Fungus,2744137,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Edenia,NA,NA
ENS00423,Edenia sp. strain F0755,Endophytic Fungus,2744137,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Edenia,EF565744.1,NA
ENS00424,Embleya sp. NF3,Endophytic Bacteria,2699295,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,No Rank at Level Genus,KU579247,NA
ENS00425,Emericella variecolor,Endophytic Fungus,1549217,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA
ENS00426,Endomelanconiopsis endophytica A326,Endophytic Fungus,553242,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Endomelanconiopsis,NA,EU687005
ENS00427,Enterobacter cloacae strain MOSEL-w7,Endophytic Bacteria,550,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,KF307675,NA
ENS00428,Enterobacter sp. strain MHSD22,Endophytic Bacteria,42895,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,MN029050,NA
ENS00429,Epichloe festucae BM7,Endophytic Fungus,35717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Epichloe,NA,NA
ENS00430,Epichloe festucae var. lolii strain AR37,Endophytic Fungus,35717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Epichloe,KP797982,NA
ENS00431,Epicoccum nigrum AS-S-19,Endophytic Fungus,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MK909749,NA
ENS00432,Epicoccum nigrum LAEE14,Endophytic Fungus,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,LN626719,NA
ENS00433,Epicoccum nigrum Link,Endophytic Fungus,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,NA,NA
ENS00434,Epicoccum nigrum M13,Endophytic Fungus,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MK953943,NA
ENS00435,Epicoccum nigrum MK214079,Endophytic Fungus,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MK214079,NA
ENS00436,Epicoccum nigrum MLY-3,Endophytic Fungus,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MZ407636,NA
ENS00437,Epicoccum nigrum SCNU-F0002,Endophytic Fungus,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MN096740,NA
ENS00438,Epicoccum nigrum strain YEF2,Endophytic Fungus,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MF371418,NA
ENS00439,Epicoccum nigrum TER1985,Endophytic Fungus,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MK530410,NA
ENS00440,Epicoccum nigrum W-2,Endophytic Fungus,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,NA,MH857851.1
